TahunKelulusan,JK,Prodi,Jenis,Jurusan,Ayah,Ibu,Hasil,UN,IPK
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,MAN,IPA,Tinggi,Tinggi,2.000-5.000,Baik,Cumlaude
2018,Perempuan,Arsitektur,SMAS,IPS,Tinggi,Tinggi,5.000-20.000,Baik,Memuaskan
2019,Laki-laki,Arsitektur,SMKN,Teknik,Tinggi,Menengah,2.000-5.000,Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMKN,Teknik,Tinggi,Tinggi,2.000-5.000,Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMKN,Teknik,Tinggi,Menengah,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMKN,Teknik,Menengah,Dasar,500-1.000,Kurang,Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPA,Dasar,Dasar,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMAN,IPA,Dasar,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,MAN,IPA,Dasar,Dasar,100-500,Kurang,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPS,Tinggi,Menengah,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPA,Tinggi,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPA,Menengah,Menengah,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMAN,IPA,Dasar,Menengah,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMAN,IPA,Menengah,Menengah,5.000-20.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,MAS,IPA,Menengah,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Menengah,Tinggi,5.000-20.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMKS,Ekonomi,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Laki-laki,Matematika,SMAN,IPA,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2019,Laki-laki,Matematika,SMAN,IPA,Dasar,Dasar,500-1.000,Baik,Sangat Memuaskan
2019,Laki-laki,Matematika,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMKN,Ekonomi,Dasar,Menengah,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Laki-laki,Peternakan,SMAN,IPA,Dasar,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Laki-laki,Peternakan,MAS,IPS,Dasar,Dasar,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Laki-laki,Peternakan,SMKN,Teknik,Dasar,Dasar,100-500,Kurang,Memuaskan
2019,Laki-laki,Peternakan,MAS,IPS,Dasar,Dasar,100-500,Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMKS,Ekonomi,Dasar,Dasar,100-500,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMKS,Ekonomi,Dasar,Dasar,100-500,Kurang,Cumlaude
2019,Laki-laki,PWK,SMKN,Teknik,Menengah,Tinggi,1.000-2.000,Sangat Baik,Memuaskan
2019,Laki-laki,PWK,SMKN,Teknik,Tinggi,Menengah,2.000-5.000,Sangat Baik,Memuaskan
2019,Laki-laki,PWK,SMAN,IPS,Tinggi,Menengah,1.000-2.000,Kurang,Sangat Memuaskan
2019,Perempuan,PWK,SMAN,IPA,Dasar,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,PWK,SMKS,Teknik,Tinggi,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,PWK,MAN,IPA,Menengah,Menengah,2.000-5.000,Baik,Cumlaude
2019,Perempuan,PWK,SMKS,Ekonomi,Menengah,Menengah,100-500,Sangat Baik,Cumlaude
2019,Perempuan,PWK,SMKS,Ekonomi,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,PWK,SMKS,Ekonomi,Menengah,Dasar,5.000-20.000,Sangat Baik,Cumlaude
2019,Perempuan,Matematika,SMKN,Teknik,Dasar,Dasar,100-500,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Menengah,Menengah,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Matematika,SMAN,IPA,Tinggi,Menengah,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Dasar,Dasar,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMKS,Ekonomi,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Matematika,SMKS,Ekonomi,Menengah,Menengah,500-1.000,Baik,Cumlaude
2019,Perempuan,Matematika,SMKS,Ekonomi,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Menengah,500-1.000,Kurang,Sangat Memuaskan
2019,Laki-laki,Peternakan,SMAN,IPA,Menengah,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Peternakan,SMKN,Teknik,Menengah,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Laki-laki,Peternakan,SMAN,IPA,Dasar,Dasar,500-1.000,Cukup,Cumlaude
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,SMKN,Teknik,Dasar,Dasar,100-500,Sangat Baik,Memuaskan
2019,Laki-laki,Kimia,SMAN,IPA,Dasar,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Kimia,SMAN,IPA,Tinggi,Tinggi,1.000-2.000,Baik,Sangat Memuaskan
2019,Perempuan,Kimia,SMAN,IPA,Dasar,Menengah,100-500,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Kimia,SMKS,Pertanian,Dasar,Dasar,1.000-2.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,MAN,IPA,Dasar,Dasar,100-500,Baik,Cumlaude
2019,Perempuan,Kimia,SMKS,Pertanian,Dasar,Dasar,100-500,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,SMKS,Pertanian,Menengah,Menengah,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,SMAN,IPA,Dasar,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Kimia,SMAN,IPA,Tinggi,Tinggi,500-1.000,Baik,Sangat Memuaskan
2019,Perempuan,Kimia,SMKS,Pertanian,Dasar,Dasar,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Cukup,Sangat Memuaskan
2019,Perempuan,Kimia,SMKN,Pertanian,Menengah,Menengah,1.000-2.000,Baik,Cumlaude
2019,Perempuan,Kimia,SMKS,Pertanian,Tinggi,Menengah,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,SMAN,IPA,Dasar,Menengah,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Biologi,SMKS,Pertanian,Menengah,Menengah,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMAN,IPA,Dasar,Menengah,100-500,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Biologi,SMKS,Pertanian,Tinggi,Tinggi,5.000-20.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,MAS,IPA,Dasar,Dasar,500-1.000,Baik,Cumlaude
2019,Perempuan,Biologi,MAS,IPA,Dasar,Dasar,100-500,Baik,Cumlaude
2019,Perempuan,Biologi,MAN,IPA,Dasar,Dasar,100-500,Baik,Cumlaude
2019,Perempuan,Biologi,SMKS,Pertanian,Dasar,Dasar,100-500,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,MAN,IPA,Dasar,Dasar,100-500,Kurang,Sangat Memuaskan
2019,Perempuan,Biologi,SMKS,Pertanian,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMKS,Pertanian,Menengah,Menengah,2.000-5.000,Baik,Cumlaude
2019,Perempuan,Biologi,SMKS,Pertanian,Menengah,Menengah,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMKS,Pertanian,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMKS,Teknik,Tinggi,Tinggi,5.000-20.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMKS,Teknik,Dasar,Dasar,500-1.000,Baik,Cumlaude
2019,Perempuan,Biologi,SMKS,Teknik,Menengah,Menengah,500-1.000,Baik,Cumlaude
2019,Laki-laki,Arsitektur,SMAS,IPA,Tinggi,Tinggi,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPA,Menengah,Dasar,100-500,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMAS,IPS,Tinggi,Dasar,5.000-20.000,Baik,Cukup
2019,Laki-laki,Arsitektur,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMKN,Teknik,Menengah,Tinggi,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,MAN,IPA,Dasar,Dasar,500-1.000,Baik,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPA,Tinggi,Tinggi,5.000-20.000,Kurang,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMKN,Teknik,Tinggi,Dasar,1.000-2.000,Kurang,Sangat Memuaskan
2019,Laki-laki,Arsitektur,MAN,IPA,Dasar,Dasar,100-500,Cukup,Sangat Memuaskan
2019,Laki-laki,Arsitektur,SMAN,IPA,Tinggi,Menengah,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Arsitektur,SMAN,IPA,Tinggi,Menengah,2.000-5.000,Cukup,Sangat Memuaskan
2019,Perempuan,Biologi,SMKS,Teknik,Dasar,Dasar,1.000-2.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMKN,Ekonomi,Menengah,Menengah,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,MAN,IPA,Tinggi,Tinggi,5.000-20.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMKN,Ekonomi,Menengah,Menengah,1.000-2.000,Baik,Cumlaude
2019,Perempuan,Biologi,SMKN,Ekonomi,Menengah,Dasar,500-1.000,Baik,Cumlaude
2019,Perempuan,Kimia,MAS,IPS,Tinggi,Dasar,500-1.000,Sangat Baik,Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Dasar,Dasar,500-1.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Menengah,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Menengah,Menengah,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Menengah,Dasar,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Matematika,SMAN,IPA,Dasar,Dasar,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Matematika,SMAN,IPS,Dasar,Menengah,100-500,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMKS,Teknik,Menengah,Dasar,500-1.000,Cukup,Sangat Memuaskan
2019,Laki-laki,Matematika,MAN,IPA,Tinggi,Tinggi,1.000-2.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Dasar,Dasar,500-1.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMKN,Teknik,Menengah,Menengah,2.000-5.000,Sangat Baik,Memuaskan
2019,Perempuan,Matematika,SMKN,Teknik,Dasar,Dasar,100-500,Baik,Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Dasar,Dasar,500-1.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAS,IPA,Dasar,Dasar,1.000-2.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,MAN,IPA,Dasar,Dasar,100-500,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Tinggi,Tinggi,1.000-2.000,Baik,Sangat Memuaskan
2019,Laki-laki,Matematika,SMKN,Ekonomi,Dasar,Dasar,100-500,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMKN,Teknik,Dasar,Dasar,100-500,Kurang,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Dasar,Dasar,100-500,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,Matematika,SMAN,IPA,Tinggi,Dasar,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Matematika,SMAN,IPA,Dasar,Dasar,100-500,Cukup,Sangat Memuaskan
2019,Perempuan,Matematika,SMKN,Ekonomi,Tinggi,Dasar,500-1.000,Cukup,Cumlaude
2019,Perempuan,Matematika,SMKN,Ekonomi,Tinggi,Tinggi,2.000-5.000,Baik,Cumlaude
2019,Perempuan,Matematika,SMAS,IPA,Menengah,Menengah,1.000-2.000,Baik,Sangat Memuaskan
2019,Laki-laki,PWK,MAN,IPS,Dasar,Dasar,2.000-5.000,Kurang,Memuaskan
2019,Laki-laki,PWK,MAS,IPS,Tinggi,Menengah,1.000-2.000,Baik,Memuaskan
2019,Laki-laki,PWK,SMAN,IPA,Tinggi,Tinggi,5.000-20.000,Baik,Sangat Memuaskan
2019,Laki-laki,PWK,SMAS,IPS,Tinggi,Dasar,2.000-5.000,Baik,Cukup
2019,Laki-laki,PWK,SMKN,Teknik,Menengah,Dasar,100-500,Baik,Memuaskan
2019,Laki-laki,PWK,MAN,IPS,Menengah,Tinggi,500-1.000,Cukup,Sangat Memuaskan
2019,Perempuan,PWK,SMAN,IPA,Menengah,Dasar,500-1.000,Cukup,Sangat Memuaskan
2019,Laki-laki,PWK,SMAN,IPA,Menengah,Tinggi,1.000-2.000,Cukup,Sangat Memuaskan
2019,Laki-laki,PWK,SMAN,IPA,Menengah,Menengah,1.000-2.000,Baik,Sangat Memuaskan
2019,Laki-laki,PWK,SMAN,IPA,Menengah,Menengah,1.000-2.000,Baik,Sangat Memuaskan
2019,Perempuan,TI,SMAN,IPA,Menengah,Dasar,5.000-20.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,TI,SMAN,IPA,Dasar,Dasar,100-500,Baik,Sangat Memuaskan
2019,Laki-laki,TI,SMKS,Teknik,Dasar,Dasar,100-500,Baik,Sangat Memuaskan
2019,Laki-laki,TI,MAS,IPS,Menengah,Menengah,500-1.000,Cukup,Sangat Memuaskan
2019,Perempuan,TI,SMKS,Ekonomi,Dasar,Dasar,100-500,Kurang,Sangat Memuaskan
2019,Perempuan,TI,SMAN,IPA,Dasar,Dasar,100-500,Baik,Sangat Memuaskan
2019,Laki-laki,TI,SMAS,IPS,Tinggi,Dasar,5.000-20.000,Sangat Baik,Cukup
2019,Laki-laki,TI,MAN,IPA,Tinggi,Tinggi,2.000-5.000,Baik,Sangat Memuaskan
2019,Laki-laki,TI,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,TI,SMKN,Ekonomi,Tinggi,Tinggi,5.000-20.000,Sangat Baik,Cumlaude
2019,Laki-laki,TI,SMAN,IPA,Menengah,Menengah,500-1.000,Cukup,Sangat Memuaskan
2019,Perempuan,TI,SMAN,IPA,Dasar,Dasar,500-1.000,Kurang,Sangat Memuaskan
2019,Perempuan,TI,SMKN,Ekonomi,Tinggi,Menengah,2.000-5.000,Baik,Cumlaude
2019,Perempuan,TI,SMKN,Teknik,Dasar,Dasar,100-500,Baik,Sangat Memuaskan
2019,Perempuan,TI,SMAN,IPA,Dasar,Dasar,500-1.000,Baik,Sangat Memuaskan
2019,Laki-laki,TI,SMKS,Teknik,Dasar,Dasar,500-1.000,Kurang,Sangat Memuaskan
2019,Laki-laki,TI,MAS,IPS,Tinggi,Tinggi,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,TI,SMKN,Teknik,Dasar,Dasar,100-500,Sangat Baik,Sangat Memuaskan
2019,Perempuan,TI,SMKN,Teknik,Dasar,Dasar,100-500,Baik,Sangat Memuaskan
2019,Perempuan,TI,MAN,IPA,Tinggi,Tinggi,5.000-20.000,Baik,Sangat Memuaskan
2019,Perempuan,TI,MAS,IPA,Menengah,Dasar,100-500,Cukup,Sangat Memuaskan
2019,Laki-laki,TI,SMKN,Ekonomi,Menengah,Menengah,500-1.000,Baik,Cumlaude
2019,Laki-laki,TI,MAN,IPA,Tinggi,Dasar,2.000-5.000,Sangat Baik,Cumlaude
2019,Laki-laki,TI,SMKN,Ekonomi,Dasar,Dasar,1.000-2.000,Sangat Baik,Cumlaude
2019,Perempuan,TI,SMKN,Ekonomi,Dasar,Menengah,500-1.000,Sangat Baik,Cumlaude
2019,Laki-laki,TI,SMAN,IPS,Dasar,Dasar,100-500,Baik,Cumlaude
2019,Perempuan,TI,SMKN,Teknik,Dasar,Menengah,2.000-5.000,Baik,Cumlaude
2019,Laki-laki,TI,SMAN,IPA,Dasar,Dasar,100-500,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,TI,SMKN,Teknik,Dasar,Dasar,100-500,Sangat Baik,Cumlaude
2019,Laki-laki,TI,SMKN,Teknik,Menengah,Menengah,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,TI,SMAN,IPA,Tinggi,Menengah,1.000-2.000,Cukup,Cumlaude
2019,Laki-laki,TI,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,TI,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,TI,SMAN,IPA,Tinggi,Tinggi,5.000-20.000,Sangat Baik,Cumlaude
2019,Laki-laki,TI,SMAN,IPA,Menengah,Menengah,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,TI,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Laki-laki,TI,SMAN,IPA,Dasar,Dasar,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,TI,SMAN,IPS,Tinggi,Dasar,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Biologi,SMAN,IPA,Menengah,Dasar,500-1.000,Baik,Sangat Memuaskan
2019,Laki-laki,Biologi,SMAS,IPA,Dasar,Dasar,500-1.000,Baik,Cumlaude
2019,Perempuan,Biologi,SMAN,IPA,Menengah,Menengah,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,Biologi,SMAN,IPA,Dasar,Tinggi,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMAN,IPA,Menengah,Dasar,500-1.000,Baik,Sangat Memuaskan
2019,Perempuan,Biologi,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Biologi,SMAN,IPA,Tinggi,Menengah,2.000-5.000,Cukup,Cumlaude
2019,Perempuan,Biologi,SMAN,IPA,Dasar,Menengah,500-1.000,Cukup,Cumlaude
2019,Perempuan,Fisika,SMAN,IPA,Tinggi,Menengah,2.000-5.000,Kurang,Sangat Memuaskan
2019,Laki-laki,Fisika,SMKN,Teknik,Tinggi,Dasar,2.000-5.000,Sangat Baik,Memuaskan
2019,Laki-laki,Fisika,SMKN,Pertanian,Dasar,Dasar,100-500,Kurang,Sangat Memuaskan
2019,Perempuan,Fisika,MAN,IPA,Dasar,Menengah,500-1.000,Cukup,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Menengah,Menengah,500-1.000,Baik,Cumlaude
2019,Perempuan,Fisika,MAN,IPA,Dasar,Tinggi,100-500,Sangat Baik,Cumlaude
2019,Perempuan,Fisika,MAN,IPA,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Tinggi,Tinggi,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Dasar,Tinggi,500-1.000,Cukup,Cumlaude
2019,Perempuan,Fisika,MAN,IPA,Dasar,Menengah,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Fisika,SMKS,Teknik,Dasar,Dasar,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Dasar,Tinggi,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Fisika,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Fisika,SMAN,IPA,Dasar,Dasar,100-500,Baik,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Dasar,Dasar,500-1.000,Baik,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Tinggi,Menengah,5.000-20.000,Sangat Baik,Cumlaude
2019,Perempuan,Fisika,SMAN,IPA,Dasar,Tinggi,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Fisika,MAN,IPA,Dasar,Menengah,100-500,Baik,Cumlaude
2019,Perempuan,Fisika,MAN,IPA,Menengah,Menengah,100-500,Cukup,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Dasar,Menengah,1.000-2.000,Baik,Cumlaude
2019,Perempuan,Fisika,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Menengah,Menengah,1.000-2.000,Baik,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Tinggi,Tinggi,5.000-20.000,Sangat Baik,Cumlaude
2019,Perempuan,Fisika,SMAN,IPA,Menengah,Menengah,1.000-2.000,Baik,Cumlaude
2019,Perempuan,Fisika,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Baik,Cumlaude
2019,Perempuan,Fisika,SMAS,IPA,Menengah,Tinggi,5.000-20.000,Baik,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,Fisika,SMAN,IPA,Menengah,Dasar,100-500,Cukup,Sangat Memuaskan
2019,Perempuan,Fisika,SMAN,IPA,Tinggi,Tinggi,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,SMKN,Teknik,Tinggi,Tinggi,2.000-5.000,Cukup,Memuaskan
2019,Perempuan,Kimia,SMAN,IPA,Menengah,Menengah,2.000-5.000,Baik,Sangat Memuaskan
2019,Laki-laki,Kimia,MAN,IPA,Tinggi,Menengah,100-500,Sangat Baik,Cumlaude
2019,Perempuan,Kimia,SMAN,IPA,Menengah,Menengah,1.000-2.000,Baik,Cumlaude
2019,Perempuan,Kimia,SMAN,IPA,Menengah,Menengah,500-1.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,Peternakan,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,PWK,SMAN,IPA,Menengah,Dasar,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,PWK,SMAN,IPS,Menengah,Menengah,2.000-5.000,Kurang,Sangat Memuaskan
2019,Laki-laki,PWK,SMKN,Teknik,Dasar,Dasar,500-1.000,Cukup,Memuaskan
2019,Perempuan,PWK,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,PWK,SMAN,IPA,Menengah,Menengah,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,PWK,SMAN,IPS,Tinggi,Tinggi,1.000-2.000,Sangat Baik,Cumlaude
2019,Perempuan,PWK,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,PWK,SMAN,IPA,Dasar,Dasar,500-1.000,Cukup,Sangat Memuaskan
2019,Laki-laki,PWK,SMAN,IPA,Menengah,Tinggi,2.000-5.000,Baik,Sangat Memuaskan
2019,Perempuan,PWK,SMAN,IPA,Dasar,Tinggi,1.000-2.000,Sangat Baik,Cumlaude
2019,Perempuan,PWK,SMAN,IPA,Menengah,Tinggi,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Perempuan,PWK,SMAN,IPA,Tinggi,Menengah,5.000-20.000,Baik,Sangat Memuaskan
2019,Perempuan,PWK,SMAN,IPA,Tinggi,Tinggi,2.000-5.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,SI,SMAN,IPA,Menengah,Dasar,1.000-2.000,Sangat Baik,Sangat Memuaskan
2019,Laki-laki,SI,SMKN,Teknik,Tinggi,Menengah,1.000-2.000,Baik,Memuaskan
2019,Perempuan,SI,MAS,IPA,Menengah,Tinggi,500-1.000,Sangat Baik,Cumlaude
2019,Perempuan,SI,SMKS,Teknik,Menengah,Tinggi,1.000-2.000,Baik,Cumlaude
2019,Perempuan,SI,SMKN,Teknik,Dasar,Tinggi,100-500,Sangat Baik,Cumlaude
2019,Perempuan,SI,SMAN,IPA,Menengah,Menengah,2.000-5.000,Sangat Baik,Cumlaude
2019,Perempuan,SI,SMAN,IPA,Dasar,Tinggi,2.000-5.000,Sangat Baik,Cumlaude
