jenis_kelamin,prodi,smta,jurusan,ayah,ibu,pendapatan,UN,IPK
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAS,IPS,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,100-500,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAS,IPS,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Kurang,Sangat Memuaskan
Laki-laki,Arsitektur,MAS,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMKN,TEKNIK,MENENGAH,MENENGAH,100-500,Kurang,Memuaskan
Laki-laki,Arsitektur,MAN,IPA,TINGGI,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Biologi,MAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Kimia,MAN,IPA,DASAR,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAS,IPA,MENENGAH,MENENGAH,1.000-2.000,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
Laki-laki,Biologi,SMAN,IPA,DASAR,DASAR,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMKS,TEKNIK,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAS,IPA,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPS,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,MENENGAH,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,MAS,IPA,DASAR,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Perempuan,Peternakan,SMKN,TEKNIK,DASAR,DASAR,500-1.000,Cukup,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Cukup,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPS,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,SI,SMKS,TEKNIK,TINGGI,DASAR,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,SI,SMKN,TEKNIK,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,MENENGAH,MENENGAH,100-500,Cukup,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,TINGGI,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Arsitektur,SMAS,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMKS,TEKNIK,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,SMKN,TEKNIK,MENENGAH,MENENGAH,100-500,Baik,Sangat Memuaskan
Perempuan,Kimia,SMKS,TEKNIK,MENENGAH,MENENGAH,500-1.000,Sangat Baik,Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,SI,SMKS,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Memuaskan
Perempuan,SI,MAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Cukup,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,TI,MAS,IPS,MENENGAH,MENENGAH,100-500,Baik,Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMKS,TEKNIK,MENENGAH,TINGGI,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMKN,TEKNIK,MENENGAH,DASAR,100-500,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMAS,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,MAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,TINGGI,MENENGAH,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Arsitektur,MAS,IPA,MENENGAH,MENENGAH,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,TINGGI,DASAR,5.000-20.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,TI,MAN,IPS,TINGGI,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,MAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,TI,SMKN,TEKNIK,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Biologi,MAN,IPA,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,MENENGAH,100-500,Kurang,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,Biologi,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Cukup,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Fisika,MAS,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Fisika,SMKS,TEKNIK,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Kimia,MAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAS,IPA,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Peternakan,SMKS,PERTANIAN,MENENGAH,MENENGAH,1.000-2.000,Cukup,Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,DASAR,100-500,Kurang,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Cukup,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,DASAR,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,PWK,MAN,IPA,TINGGI,DASAR,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,MAS,IPA,TINGGI,DASAR,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,DASAR,DASAR,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Cukup,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,SMAS,IPA,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,SI,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,DASAR,MENENGAH,100-500,Baik,Sangat Memuaskan
Perempuan,SI,SMKS,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMKN,TEKNIK,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,TI,MAN,IPA,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Laki-laki,Biologi,MAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Fisika,MAS,IPA,DASAR,MENENGAH,100-500,Kurang,Sangat Memuaskan
Laki-laki,Fisika,SMKN,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,DASAR,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,MENENGAH,1.000-2.000,Cukup,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,TINGGI,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMKN,EKONOMI,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,MAS,IPS,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMKS,TEKNIK,MENENGAH,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,DASAR,MENENGAH,100-500,Baik,Sangat Memuaskan
Laki-laki,PWK,MAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMKS,TEKNIK,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMKS,TEKNIK,MENENGAH,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,TINGGI,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Matematika,MAN,IPA,MENENGAH,DASAR,500-1.000,Cukup,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,DASAR,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,SI,SMKS,TEKNIK,MENENGAH,MENENGAH,100-500,Kurang,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Laki-laki,Biologi,SMAN,IPS,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,Peternakan,SMKN,TEKNIK,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,PWK,SMAN,IPA,DASAR,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Arsitektur,MAS,IPS,MENENGAH,MENENGAH,2.000-5.000,Cukup,Memuaskan
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Kurang,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,MAS,IPS,DASAR,TINGGI,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMKS,TEKNIK,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,TEKNIK,MENENGAH,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,TINGGI,TINGGI,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMKN,TEKNIK,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Cukup,Cumlaude
Perempuan,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,DASAR,MENENGAH,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMKS,PERTANIAN,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Fisika,SMAN,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Cukup,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,TINGGI,TINGGI,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,SMAS,IPS,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,DASAR,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Peternakan,SMAN,IPS,MENENGAH,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,MENENGAH,TINGGI,2.000-5.000,Baik,Memuaskan
Perempuan,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMKN,TEKNIK,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,MAS,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Fisika,SMAS,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Cumlaude
Laki-laki,PWK,SMAN,IPS,TINGGI,TINGGI,500-1.000,Cukup,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Arsitektur,SMKS,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Baik,Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,DASAR,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,DASAR,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,DASAR,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,DASAR,DASAR,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,TEKNIK,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Memuaskan
Laki-laki,Peternakan,SMAS,IPS,MENENGAH,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,PERTANIAN,MENENGAH,TINGGI,1.000-2.000,Baik,Memuaskan
Perempuan,Peternakan,SMKN,PERTANIAN,MENENGAH,TINGGI,2.000-5.000,Baik,Cumlaude
Perempuan,Peternakan,SMKN,TEKNIK,MENENGAH,DASAR,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,TI,SMKN,TEKNIK,MENENGAH,MENENGAH,500-1.000,Baik,Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
