jenis_kelamin,prodi,smta,jurusan,ayah,ibu,pendapatan,UN,IPK
Laki-laki,SI,SMKN,TEKNIK,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,SI,SMAN,IPS,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAS,IPS,MENENGAH,MENENGAH,2.000-5.000,Baik,Cukup
Laki-laki,Arsitektur,SMAS,IPS,TINGGI,TINGGI,5.000-20.000,Kurang,Cukup
Perempuan,Arsitektur,SMKN,TEKNIK,DASAR,DASAR,2.000-5.000,Baik,Memuaskan
Laki-laki,Arsitektur,SMKN,TEKNIK,TINGGI,MENENGAH,2.000-5.000,Baik,Cukup
Laki-laki,Arsitektur,SMKS,TEKNIK,MENENGAH,DASAR,5.000-20.000,Baik,Cukup
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMKN,TEKNIK,DASAR,DASAR,1.000-2.000,Baik,Memuaskan
Laki-laki,Arsitektur,SMKN,TEKNIK,TINGGI,DASAR,5.000-20.000,Baik,Cukup
Perempuan,TI,MAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAS,IPS,TINGGI,DASAR,5.000-20.000,Baik,Cukup
Perempuan,Kimia,SMKS,EKONOMI,TINGGI,DASAR,5.000-20.000,Baik,Cukup
Laki-laki,Matematika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMKN,TEKNIK,TINGGI,TINGGI,1.000-2.000,Kurang,Memuaskan
Laki-laki,Arsitektur,SMKN,EKONOMI,MENENGAH,DASAR,500-1.000,Kurang,Memuaskan
Perempuan,Arsitektur,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Kimia,MAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Kimia,MAS,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAS,IPA,DASAR,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,MAN,IPA,DASAR,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,DASAR,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,MENENGAH,100-500,Kurang,Sangat Memuaskan
Laki-laki,TI,MAS,IPA,TINGGI,DASAR,5.000-20.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMAS,IPS,TINGGI,TINGGI,2.000-5.000,Baik,Memuaskan
Laki-laki,TI,SMKN,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Baik,Memuaskan
Laki-laki,TI,MAS,IPA,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,DASAR,DASAR,2.000-5.000,Baik,Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,TINGGI,TINGGI,1.000-2.000,Baik,Memuaskan
Perempuan,TI,SMAS,IPS,MENENGAH,MENENGAH,2.000-5.000,Baik,Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMKS,TEKNIK,TINGGI,MENENGAH,100-500,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Biologi,MAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMKN,TEKNIK,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Matematika,MAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,500-1.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAS,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPS,MENENGAH,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,EKONOMI,DASAR,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMKS,TEKNIK,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,MAN,IPA,MENENGAH,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,MAN,IPS,TINGGI,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMAN,IPA,TINGGI,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,SI,MAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPS,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,DASAR,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,TEKNIK,MENENGAH,DASAR,1.000-2.000,Baik,Memuaskan
Laki-laki,Peternakan,SMKN,TEKNIK,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,MAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Cumlaude
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,DASAR,5.000-20.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMKS,TEKNIK,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAS,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Biologi,MAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Cumlaude
Perempuan,Biologi,SMAS,IPA,MENENGAH,DASAR,100-500,Baik,Cumlaude
Perempuan,Biologi,SMKN,EKONOMI,DASAR,MENENGAH,500-1.000,Sangat Baik,Cumlaude
Perempuan,Biologi,SMAS,IPA,DASAR,DASAR,100-500,Sangat Baik,Cumlaude
Perempuan,Biologi,SMAS,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Cumlaude
Laki-laki,Fisika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Laki-laki,Fisika,SMAS,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Cumlaude
Perempuan,Fisika,SMAS,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAS,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Cumlaude
Perempuan,Kimia,MAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPS,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMKN,PERTANIAN,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMKS,TEKNIK,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMAS,IPS,MENENGAH,TINGGI,500-1.000,Cukup,Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,SI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Matematika,SMKN,EKONOMI,DASAR,DASAR,5.000-20.000,Baik,Memuaskan
Perempuan,Biologi,SMAS,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Cumlaude
Perempuan,SI,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Kimia,SMAS,IPA,DASAR,DASAR,100-500,Baik,Cumlaude
Laki-laki,PWK,SMAN,IPA,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAS,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Cumlaude
Perempuan,Kimia,MAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAS,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Cumlaude
Perempuan,Kimia,SMAS,IPA,DASAR,DASAR,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Kimia,MAN,IPA,MENENGAH,MENENGAH,100-500,Baik,Cumlaude
Perempuan,Kimia,SMKS,EKONOMI,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Kimia,SMKN,EKONOMI,DASAR,MENENGAH,500-1.000,Baik,Cumlaude
Perempuan,Peternakan,MAS,IPS,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPS,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMKN,PERTANIAN,DASAR,DASAR,500-1.000,Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Biologi,MAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Cumlaude
Perempuan,Arsitektur,SMAS,IPS,TINGGI,TINGGI,5.000-20.000,Baik,Memuaskan
Laki-laki,Arsitektur,SMKN,TEKNIK,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMKN,TEKNIK,MENENGAH,DASAR,500-1.000,Kurang,Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,MAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPS,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,DASAR,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMKS,EKONOMI,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Cukup,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Peternakan,SMKN,TEKNIK,DASAR,DASAR,100-500,Kurang,Memuaskan
Laki-laki,Peternakan,MAS,IPS,DASAR,DASAR,100-500,Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Biologi,SMKS,EKONOMI,DASAR,DASAR,100-500,Kurang,Cumlaude
Laki-laki,PWK,SMKN,TEKNIK,MENENGAH,TINGGI,1.000-2.000,Sangat Baik,Memuaskan
Laki-laki,PWK,SMKN,TEKNIK,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Memuaskan
Perempuan,PWK,MAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Cumlaude
Perempuan,PWK,SMKS,EKONOMI,MENENGAH,MENENGAH,100-500,Sangat Baik,Cumlaude
Perempuan,PWK,SMKS,EKONOMI,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,PWK,SMKS,EKONOMI,MENENGAH,DASAR,5.000-20.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMKN,TEKNIK,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,TINGGI,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMKS,EKONOMI,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMKS,EKONOMI,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,500-1.000,Cukup,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Kimia,SMKN,TEKNIK,DASAR,DASAR,100-500,Sangat Baik,Memuaskan
Perempuan,Kimia,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,MENENGAH,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,SMKS,PERTANIAN,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Kimia,SMAN,IPA,TINGGI,TINGGI,500-1.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMKS,PERTANIAN,DASAR,DASAR,500-1.000,Sangat Baik,Cumlaude
Perempuan,Kimia,SMKS,PERTANIAN,TINGGI,MENENGAH,500-1.000,Sangat Baik,Cumlaude
Perempuan,Kimia,SMAN,IPA,DASAR,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMKS,PERTANIAN,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Biologi,SMAN,IPA,DASAR,MENENGAH,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,MAS,IPA,DASAR,DASAR,500-1.000,Baik,Cumlaude
Perempuan,Biologi,MAS,IPA,DASAR,DASAR,100-500,Baik,Cumlaude
Perempuan,Biologi,MAN,IPA,DASAR,DASAR,100-500,Baik,Cumlaude
Perempuan,Biologi,SMKS,PERTANIAN,DASAR,DASAR,100-500,Sangat Baik,Cumlaude
Perempuan,Biologi,SMKS,PERTANIAN,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Biologi,SMKS,PERTANIAN,MENENGAH,MENENGAH,2.000-5.000,Baik,Cumlaude
Perempuan,Biologi,SMKS,PERTANIAN,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Biologi,SMKS,TEKNIK,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Cumlaude
Perempuan,Biologi,SMKS,TEKNIK,MENENGAH,MENENGAH,500-1.000,Baik,Cumlaude
Laki-laki,Arsitektur,SMAS,IPA,TINGGI,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAS,IPS,TINGGI,DASAR,5.000-20.000,Baik,Cukup
Perempuan,Arsitektur,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMKN,TEKNIK,MENENGAH,TINGGI,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,MAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Kurang,Sangat Memuaskan
Laki-laki,Arsitektur,SMKN,TEKNIK,TINGGI,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMKS,TEKNIK,DASAR,DASAR,1.000-2.000,Sangat Baik,Cumlaude
Perempuan,Biologi,SMKN,EKONOMI,MENENGAH,MENENGAH,500-1.000,Sangat Baik,Cumlaude
Perempuan,Biologi,MAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Cumlaude
Perempuan,Biologi,SMKN,EKONOMI,MENENGAH,MENENGAH,1.000-2.000,Baik,Cumlaude
Perempuan,Biologi,SMKN,EKONOMI,MENENGAH,DASAR,500-1.000,Baik,Cumlaude
Perempuan,Kimia,MAS,IPS,TINGGI,DASAR,500-1.000,Sangat Baik,Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,DASAR,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,DASAR,DASAR,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPS,DASAR,MENENGAH,100-500,Baik,Sangat Memuaskan
Perempuan,Matematika,SMKS,TEKNIK,MENENGAH,DASAR,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMKN,TEKNIK,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Memuaskan
Perempuan,Matematika,SMKN,TEKNIK,DASAR,DASAR,100-500,Baik,Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,100-500,Cukup,Sangat Memuaskan
Perempuan,Matematika,SMKN,EKONOMI,TINGGI,DASAR,500-1.000,Cukup,Cumlaude
Perempuan,Matematika,SMKN,EKONOMI,TINGGI,TINGGI,2.000-5.000,Baik,Cumlaude
Laki-laki,PWK,MAN,IPS,DASAR,DASAR,2.000-5.000,Kurang,Memuaskan
Laki-laki,PWK,MAS,IPS,TINGGI,MENENGAH,1.000-2.000,Baik,Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,PWK,SMAS,IPS,TINGGI,DASAR,2.000-5.000,Baik,Cukup
Laki-laki,PWK,SMKN,TEKNIK,MENENGAH,DASAR,100-500,Baik,Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,DASAR,500-1.000,Cukup,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,TI,SMKS,TEKNIK,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,TI,MAS,IPS,MENENGAH,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Laki-laki,TI,SMAS,IPS,TINGGI,DASAR,5.000-20.000,Sangat Baik,Cukup
Laki-laki,TI,MAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMKN,EKONOMI,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Cumlaude
Laki-laki,TI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMKN,EKONOMI,TINGGI,MENENGAH,2.000-5.000,Baik,Cumlaude
Perempuan,TI,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMKS,TEKNIK,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,TI,MAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,TI,MAS,IPA,MENENGAH,DASAR,100-500,Cukup,Sangat Memuaskan
Laki-laki,TI,SMKN,EKONOMI,MENENGAH,MENENGAH,500-1.000,Baik,Cumlaude
Laki-laki,TI,SMKN,EKONOMI,DASAR,DASAR,1.000-2.000,Sangat Baik,Cumlaude
Laki-laki,TI,SMAN,IPS,DASAR,DASAR,100-500,Baik,Cumlaude
Perempuan,TI,SMKN,TEKNIK,DASAR,MENENGAH,2.000-5.000,Baik,Cumlaude
Laki-laki,TI,SMAN,IPA,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,DASAR,DASAR,100-500,Sangat Baik,Cumlaude
Laki-laki,TI,SMKN,TEKNIK,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Cumlaude
Perempuan,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,TI,SMAN,IPS,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
